Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,OF-M,OF-A,OF%,OIS-M,OIS-A,OIS%,OMR-M,OMR-A,OMR%,O3P-M,O3P-A,O3P%
L. Ivey,200474,2,3,0.67,2,5,0.40,2,4,0.50,6,16,0.38,5,7,0.71,1,2,0.50,11,24,0.46,20,30,0.67
M. Paul,202425,4,6,0.67,3,4,0.75,3,12,0.25,7,18,0.39,6,6,1.00,3,6,0.50,3,11,0.27,11,32,0.34
C. Salinas,198603,1,1,1.00,39,69,0.57,2,4,0.50,1,4,0.25,1,8,0.12,52,88,0.59,2,7,0.29,5,8,0.62
T. Wooten,205247,15,21,0.71,23,37,0.62,28,45,0.62,39,122,0.32,9,12,0.75,14,27,0.52,25,57,0.44,45,106,0.42
A. Buckley,205943,0,0,0.00,10,19,0.53,4,11,0.36,1,3,0.33,2,5,0.40,21,34,0.62,3,7,0.43,1,10,0.10
D. Butts,209187,0,0,0.00,37,64,0.58,5,10,0.50,0,2,0.00,1,3,0.33,35,72,0.49,8,11,0.73,1,5,0.20
S. McBride,202124,22,31,0.71,8,14,0.57,19,52,0.37,11,45,0.24,8,14,0.57,7,19,0.37,15,39,0.38,18,44,0.41
C. Richmond,196477,30,41,0.73,12,21,0.57,35,82,0.43,70,186,0.38,24,36,0.67,12,28,0.43,39,88,0.44,60,180,0.33
L. Stewart,206472,0,0,0.00,8,15,0.53,1,2,0.50,0,1,0.00,0,0,0.00,6,17,0.35,3,7,0.43,2,3,0.67
K. Hardwick,193555,62,87,0.71,16,31,0.52,54,149,0.36,57,136,0.42,13,16,0.81,15,27,0.56,22,65,0.34,39,136,0.29
A. Hargrove,196355,23,31,0.74,37,61,0.61,43,83,0.52,93,260,0.36,10,12,0.83,37,54,0.69,30,72,0.42,54,143,0.38
W. Snowden,199067,0,0,0.00,1,1,1.00,0,0,0.00,1,2,0.50,1,1,1.00,1,2,0.50,0,1,0.00,1,3,0.33
R. Sager,187936,11,22,0.50,64,107,0.60,26,68,0.38,23,62,0.37,6,8,0.75,25,56,0.45,18,48,0.38,27,68,0.40
M. Gonzalez,200117,0,0,0.00,83,145,0.57,7,12,0.58,3,10,0.30,3,3,1.00,91,177,0.51,9,22,0.41,3,12,0.25
C. O`Shea,198983,1,1,1.00,175,274,0.64,6,12,0.50,6,21,0.29,10,18,0.56,167,311,0.54,9,27,0.33,6,27,0.22
B. Moser,189961,1,1,1.00,170,285,0.60,11,20,0.55,0,2,0.00,7,10,0.70,164,273,0.60,18,35,0.51,8,34,0.24
D. Thomas,210064,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00
K. Chen,193624,15,17,0.88,52,113,0.46,44,119,0.37,110,307,0.36,13,24,0.54,28,71,0.39,33,100,0.33,51,140,0.36
T. Aldridge,195445,0,2,0.00,149,277,0.54,15,41,0.37,15,44,0.34,10,21,0.48,164,352,0.47,14,32,0.44,10,27,0.37
E. Loomis,192803,5,9,0.56,122,215,0.57,8,19,0.42,8,18,0.44,15,23,0.65,187,354,0.53,3,12,0.25,4,19,0.21
L. Sullinger,209491,37,47,0.79,23,48,0.48,63,141,0.45,48,180,0.27,16,19,0.84,26,38,0.68,50,103,0.49,67,189,0.35
A. Clymer,195581,69,118,0.58,7,17,0.41,54,151,0.36,48,107,0.45,39,48,0.81,11,21,0.52,39,117,0.33,57,197,0.29
R. Lawrence,192134,2,2,1.00,2,4,0.50,1,2,0.50,0,2,0.00,3,3,1.00,1,2,0.50,1,3,0.33,1,4,0.25
L. Simpson,193789,4,4,1.00,55,106,0.52,25,48,0.52,29,86,0.34,13,16,0.81,30,60,0.50,23,52,0.44,33,84,0.39
E. Martini,194496,19,28,0.68,11,18,0.61,25,46,0.54,21,60,0.35,4,5,0.80,7,12,0.58,17,34,0.50,30,86,0.35
J. McDaniels,201961,2,3,0.67,2,3,0.67,2,5,0.40,3,6,0.50,2,3,0.67,6,10,0.60,1,3,0.33,3,5,0.60
T. Henry,194420,0,0,0.00,5,13,0.38,0,0,0.00,0,0,0.00,2,5,0.40,23,45,0.51,0,2,0.00,0,0,0.00
S. Hagen,194779,0,0,0.00,6,15,0.40,0,1,0.00,3,14,0.21,5,5,1.00,22,46,0.48,3,4,0.75,1,2,0.50
D. Givens,208408,1,2,0.50,7,12,0.58,0,8,0.00,6,17,0.35,1,1,1.00,2,7,0.29,5,11,0.45,5,18,0.28
J. Allen,192254,8,13,0.62,80,167,0.48,56,121,0.46,55,163,0.34,15,17,0.88,32,68,0.47,49,104,0.47,77,195,0.39
A. Mosley,205083,1,4,0.25,58,128,0.45,9,34,0.26,5,21,0.24,14,23,0.61,115,206,0.56,12,26,0.46,12,36,0.33
D. Porter,199060,4,6,0.67,178,333,0.53,6,28,0.21,7,27,0.26,18,35,0.51,139,294,0.47,10,22,0.45,2,18,0.11
S. Gatti,203570,19,24,0.79,27,62,0.44,41,101,0.41,122,373,0.33,20,31,0.65,29,38,0.76,58,136,0.43,80,218,0.37
P. McNamara,197148,32,38,0.84,15,29,0.52,31,75,0.41,59,153,0.39,51,64,0.80,28,41,0.68,50,135,0.37,83,238,0.35
V. Hildebrand,198214,0,0,0.00,66,134,0.49,3,8,0.38,1,2,0.50,16,20,0.80,114,197,0.58,8,19,0.42,5,19,0.26
J. Wright,204537,2,3,0.67,4,9,0.44,4,15,0.27,5,14,0.36,2,3,0.67,0,4,0.00,9,17,0.53,5,21,0.24
B. Tyler,202717,8,12,0.67,3,6,0.50,9,27,0.33,14,44,0.32,5,6,0.83,4,14,0.29,18,53,0.34,19,66,0.29
T. Webb,193644,6,6,1.00,19,38,0.50,9,18,0.50,8,39,0.21,9,13,0.69,21,41,0.51,10,31,0.32,16,35,0.46
D. Clayton,207580,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
L. Cummings,200835,0,0,0.00,1,1,1.00,1,1,1.00,0,1,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,1,0.00
J. Gordon,194952,2,2,1.00,2,3,0.67,0,1,0.00,10,30,0.33,5,5,1.00,1,2,0.50,2,9,0.22,6,19,0.32
J. Bair,188079,14,26,0.54,66,146,0.45,79,195,0.41,2,10,0.20,12,12,1.00,28,50,0.56,67,134,0.50,74,200,0.37
E. Butler,217522,4,5,0.80,74,170,0.44,12,22,0.55,8,23,0.35,20,29,0.69,162,274,0.59,21,45,0.47,8,21,0.38
N. Peterson,192050,1,2,0.50,122,246,0.50,13,34,0.38,15,29,0.52,21,35,0.60,133,322,0.41,16,36,0.44,11,24,0.46
J. Olsen,192664,29,36,0.81,22,43,0.51,47,95,0.49,126,338,0.37,20,24,0.83,25,37,0.68,42,122,0.34,60,187,0.32
L. Wardle,201450,89,117,0.76,26,52,0.50,73,193,0.38,80,244,0.33,36,52,0.69,4,24,0.17,54,136,0.40,53,186,0.28
M. Harris,205936,0,0,0.00,31,53,0.58,1,2,0.50,0,0,0.00,3,5,0.60,65,124,0.52,5,13,0.38,2,8,0.25
F. Munro,204894,22,25,0.88,9,18,0.50,21,49,0.43,22,50,0.44,4,7,0.57,8,14,0.57,23,62,0.37,25,88,0.28
F. Fu,203710,10,14,0.71,3,6,0.50,9,25,0.36,17,46,0.37,5,7,0.71,1,3,0.33,10,28,0.36,10,52,0.19
K. Kambou,204162,1,1,1.00,34,69,0.49,21,39,0.54,9,27,0.33,7,8,0.88,25,44,0.57,4,16,0.25,11,26,0.42
D. Butler,205043,0,0,0.00,1,1,1.00,0,0,0.00,0,2,0.00,1,1,1.00,1,1,1.00,1,2,0.50,1,3,0.33
T. Nasser,217210,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
D. Mackenzie,198543,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,3,4,0.75,1,1,1.00,0,0,0.00
K. Rider,205196,15,26,0.58,55,98,0.56,70,146,0.48,58,179,0.32,14,18,0.78,29,47,0.62,58,154,0.38,76,225,0.34
I. Chamberlain,190684,2,2,1.00,26,55,0.47,12,19,0.63,14,45,0.31,1,1,1.00,24,34,0.71,9,23,0.39,12,38,0.32
C. Ruggiero,202531,4,5,0.80,5,7,0.71,2,7,0.29,7,14,0.50,1,3,0.33,6,10,0.60,4,9,0.44,8,19,0.42
C. Culbertson,209927,52,63,0.83,22,32,0.69,53,110,0.48,50,170,0.29,16,18,0.89,20,28,0.71,32,88,0.36,83,253,0.33
C. Russo,200402,93,126,0.74,14,26,0.54,86,219,0.39,92,238,0.39,34,43,0.79,24,41,0.59,74,161,0.46,93,251,0.37
J. James,205880,0,0,0.00,0,1,0.00,2,3,0.67,2,4,0.50,5,5,1.00,1,1,1.00,3,7,0.43,2,2,1.00
H. Ma,200917,0,0,0.00,3,9,0.33,1,1,1.00,0,5,0.00,1,1,1.00,7,12,0.58,3,8,0.38,2,5,0.40
M. Moffet,199355,1,4,0.25,258,450,0.57,4,11,0.36,7,27,0.26,16,26,0.62,138,289,0.48,5,21,0.24,6,19,0.32
D. Waters,206940,1,1,1.00,5,10,0.50,9,19,0.47,9,26,0.35,2,2,1.00,3,5,0.60,11,20,0.55,10,30,0.33
N. Li,199816,1,1,1.00,31,75,0.41,6,19,0.32,24,61,0.39,13,15,0.87,53,114,0.46,3,11,0.27,5,22,0.23
J. Teague,203111,7,12,0.58,127,212,0.60,17,38,0.45,11,24,0.46,15,25,0.60,110,244,0.45,12,36,0.33,13,31,0.42
D. Jefferson,194293,13,22,0.59,3,13,0.23,12,38,0.32,12,39,0.31,8,12,0.67,3,6,0.50,19,48,0.40,33,109,0.30
C. Tracy,207665,0,0,0.00,2,3,0.67,0,0,0.00,0,1,0.00,1,1,1.00,2,2,1.00,0,0,0.00,2,7,0.29
C. Ezell,207392,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,1,1,1.00,0,1,0.00,0,0,0.00,0,1,0.00
M. Marshall,207892,2,3,0.67,50,107,0.47,49,97,0.51,48,137,0.35,24,29,0.83,65,101,0.64,45,95,0.47,55,140,0.39
A. Ortiz,200437,5,8,0.62,142,325,0.44,47,100,0.47,25,65,0.38,16,31,0.52,158,269,0.59,15,25,0.60,9,22,0.41
J. Cleary,206395,0,0,0.00,94,189,0.50,11,36,0.31,6,20,0.30,22,34,0.65,180,298,0.60,10,18,0.56,6,18,0.33
J. Beltran,202940,22,34,0.65,22,38,0.58,33,83,0.40,73,245,0.30,33,37,0.89,24,43,0.56,49,105,0.47,89,222,0.40
B. Scott,201068,37,50,0.74,23,45,0.51,34,92,0.37,33,152,0.22,46,57,0.81,23,33,0.70,50,119,0.42,87,227,0.38
L. Pagan,194708,1,3,0.33,24,48,0.50,1,5,0.20,1,5,0.20,6,9,0.67,60,119,0.50,3,10,0.30,4,8,0.50
C. Walsh,199041,11,19,0.58,5,11,0.45,10,30,0.33,33,92,0.36,11,11,1.00,9,11,0.82,20,46,0.43,28,65,0.43
A. Wyman,203329,3,6,0.50,12,38,0.32,15,43,0.35,8,42,0.19,13,19,0.68,25,50,0.50,20,61,0.33,18,68,0.26
L. Bowling,203732,4,5,0.80,11,24,0.46,12,31,0.39,24,63,0.38,12,14,0.86,21,35,0.60,23,63,0.37,43,105,0.41
B. Shea,197353,1,2,0.50,0,1,0.00,0,2,0.00,2,6,0.33,3,3,1.00,2,3,0.67,1,5,0.20,2,7,0.29
T. Vest,194678,0,0,0.00,0,1,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00
R. Leon,206695,0,0,0.00,0,0,0.00,0,0,0.00,1,3,0.33,0,0,0.00,0,0,0.00,1,1,1.00,0,3,0.00
M. Parker,191931,6,7,0.86,68,111,0.61,13,36,0.36,49,147,0.33,14,18,0.78,54,84,0.64,32,66,0.48,40,128,0.31
G. Mauri,195449,1,1,1.00,83,153,0.54,34,73,0.47,52,156,0.33,2,4,0.50,75,178,0.42,24,55,0.44,14,47,0.30
C. Cueto,194097,1,1,1.00,254,376,0.68,14,43,0.33,12,33,0.36,2,8,0.25,124,233,0.53,19,44,0.43,10,29,0.34
B. Archer,189767,38,55,0.69,21,36,0.58,45,95,0.47,92,225,0.41,26,37,0.70,29,41,0.71,37,88,0.42,56,178,0.31
K. Huntley,189547,63,102,0.62,14,28,0.50,74,183,0.40,47,135,0.35,39,45,0.87,26,41,0.63,32,77,0.42,44,143,0.31
K. Casini,200938,3,5,0.60,31,60,0.52,25,45,0.56,44,118,0.37,6,6,1.00,31,73,0.42,23,48,0.48,34,95,0.36
C. Thomson,210110,19,23,0.83,8,13,0.62,25,57,0.44,10,40,0.25,27,30,0.90,11,22,0.50,33,61,0.54,41,95,0.43
F. Solis,201834,0,1,0.00,80,152,0.53,2,6,0.33,1,2,0.50,2,4,0.50,61,119,0.51,7,14,0.50,3,17,0.18
T. Copeland,218398,7,10,0.70,8,17,0.47,8,20,0.40,8,33,0.24,4,5,0.80,11,18,0.61,17,34,0.50,17,50,0.34
O. Smith,196048,0,0,0.00,16,34,0.47,1,7,0.14,2,7,0.29,1,1,1.00,25,35,0.71,1,6,0.17,1,7,0.14
C. Barrett,207762,7,9,0.78,4,10,0.40,10,23,0.43,9,25,0.36,6,7,0.86,3,7,0.43,4,19,0.21,5,34,0.15
T. Tate,207998,0,0,0.00,1,2,0.50,0,0,0.00,1,1,1.00,2,2,1.00,1,4,0.25,0,1,0.00,0,3,0.00
L. Howard,196911,3,6,0.50,34,73,0.47,58,142,0.41,88,270,0.33,9,11,0.82,38,59,0.64,50,117,0.43,54,145,0.37
A. Strickland,195607,6,10,0.60,43,83,0.52,42,85,0.49,55,157,0.35,16,26,0.62,138,254,0.54,18,38,0.47,16,41,0.39
E. Houck,194628,1,1,1.00,214,407,0.53,6,16,0.38,5,12,0.42,7,18,0.39,165,295,0.56,13,19,0.68,4,10,0.40
M. Hackett,193429,8,11,0.73,2,10,0.20,10,41,0.24,10,45,0.22,23,28,0.82,19,26,0.73,33,70,0.47,46,115,0.40
B. Hopper,196162,26,31,0.84,15,36,0.42,78,198,0.39,7,29,0.24,52,62,0.84,20,31,0.65,42,117,0.36,58,198,0.29
O. Durbin,195095,0,0,0.00,1,3,0.33,0,0,0.00,0,0,0.00,1,1,1.00,5,13,0.38,0,0,0.00,1,1,1.00
J. Soto,203608,1,1,1.00,20,39,0.51,3,9,0.33,0,3,0.00,3,7,0.43,39,72,0.54,2,6,0.33,3,5,0.60
C. Morgan,204921,0,1,0.00,0,0,0.00,2,4,0.50,0,0,0.00,0,1,0.00,1,2,0.50,1,2,0.50,1,4,0.25
N. O`Carroll,201295,2,2,1.00,2,9,0.22,2,12,0.17,2,22,0.09,11,13,0.85,17,28,0.61,15,42,0.36,24,56,0.43
B. Turner,204421,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
W. Lockwood,207829,23,29,0.79,6,13,0.46,26,83,0.31,23,98,0.23,18,21,0.86,25,37,0.68,50,104,0.48,84,211,0.40
K. Smith,207883,1,1,1.00,15,36,0.42,3,9,0.33,1,6,0.17,6,11,0.55,47,104,0.45,4,6,0.67,3,9,0.33
F. Bruno,207771,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
E. Carson,209576,2,3,0.67,5,10,0.50,5,13,0.38,7,14,0.50,1,1,1.00,3,4,0.75,1,4,0.25,7,17,0.41
H. Augustine,202782,70,120,0.58,28,56,0.50,77,205,0.38,78,281,0.28,69,84,0.82,46,72,0.64,80,176,0.45,74,182,0.41
J. Ransom,204876,36,46,0.78,19,39,0.49,24,87,0.28,73,215,0.34,38,44,0.86,67,91,0.74,59,143,0.41,108,242,0.45
W. Coker,210039,2,3,0.67,5,10,0.50,4,7,0.57,2,11,0.18,1,1,1.00,8,11,0.73,2,3,0.67,4,11,0.36
W. Crockett,209231,1,3,0.33,1,1,1.00,3,6,0.50,7,17,0.41,0,2,0.00,2,4,0.50,9,15,0.60,14,31,0.45
D. Keith,198189,2,2,1.00,2,2,1.00,3,3,1.00,12,21,0.57,4,4,1.00,0,0,0.00,4,9,0.44,2,6,0.33
A. Olivera,196305,12,15,0.80,16,33,0.48,8,23,0.35,14,44,0.32,2,3,0.67,16,24,0.67,14,32,0.44,18,45,0.40
W. Haley,204590,0,0,0.00,0,0,0.00,0,1,0.00,1,1,1.00,1,1,1.00,0,1,0.00,0,0,0.00,1,1,1.00
J. Sutton,201145,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
L. Brown,188262,33,44,0.75,94,197,0.48,52,106,0.49,99,268,0.37,15,21,0.71,103,151,0.68,48,123,0.39,52,147,0.35
C. Hyatt,189635,1,1,1.00,187,372,0.50,1,10,0.10,5,22,0.23,22,42,0.52,188,349,0.54,7,19,0.37,10,23,0.43
M. Adams,203647,6,6,1.00,4,5,0.80,5,11,0.45,9,24,0.38,5,6,0.83,4,4,1.00,11,18,0.61,15,32,0.47
O. Strickland,203827,1,1,1.00,1,3,0.33,0,1,0.00,3,5,0.60,1,1,1.00,4,6,0.67,0,2,0.00,2,4,0.50
L. Guevara,205533,1,1,1.00,1,1,1.00,0,1,0.00,1,1,1.00,0,0,0.00,2,2,1.00,2,4,0.50,0,2,0.00
Z. Bagley,197300,2,3,0.67,22,57,0.39,30,71,0.42,66,195,0.34,8,11,0.73,30,49,0.61,31,82,0.38,44,135,0.33
D. Newell,202156,0,2,0.00,73,141,0.52,53,110,0.48,44,125,0.35,25,41,0.61,136,266,0.51,17,33,0.52,9,21,0.43
N. Whittaker,212362,0,0,0.00,124,224,0.55,4,8,0.50,4,11,0.36,25,41,0.61,153,251,0.61,8,17,0.47,2,18,0.11
D. Flowers,194446,16,28,0.57,7,12,0.58,17,33,0.52,13,57,0.23,6,10,0.60,8,15,0.53,23,63,0.37,27,99,0.27
D. Polk,196461,34,36,0.94,34,66,0.52,81,186,0.44,119,361,0.33,47,56,0.84,18,34,0.53,82,175,0.47,66,211,0.31
T. Pope,188321,1,1,1.00,22,37,0.59,2,3,0.67,0,0,0.00,5,6,0.83,16,24,0.67,6,14,0.43,2,9,0.22
R. Jacobsen,199624,4,5,0.80,39,85,0.46,5,14,0.36,3,16,0.19,5,9,0.56,68,122,0.56,7,12,0.58,5,20,0.25
T. Vidal,214678,12,15,0.80,8,15,0.53,16,34,0.47,28,97,0.29,9,13,0.69,10,16,0.62,25,57,0.44,28,75,0.37
S. Olsen,203927,0,0,0.00,2,3,0.67,0,5,0.00,2,5,0.40,2,3,0.67,3,3,1.00,5,9,0.56,4,6,0.67
J. Gillette,189536,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
N. Lord,207426,20,24,0.83,19,30,0.63,28,81,0.35,52,161,0.32,13,20,0.65,16,23,0.70,44,105,0.42,49,134,0.37
J. McCoy,196218,6,7,0.86,8,26,0.31,13,30,0.43,10,49,0.20,8,8,1.00,29,46,0.63,28,72,0.39,19,80,0.24
D. Schofield,194048,6,13,0.46,44,102,0.43,44,122,0.36,102,300,0.34,17,18,0.94,62,92,0.67,48,98,0.49,43,118,0.36
M. Gregg,209546,7,13,0.54,72,137,0.53,18,31,0.58,10,26,0.38,19,27,0.70,159,250,0.64,13,28,0.46,11,39,0.28
R. Edwards,203447,2,3,0.67,183,349,0.52,2,8,0.25,0,3,0.00,19,37,0.51,158,267,0.59,8,26,0.31,9,18,0.50
J. Sutton,197529,26,34,0.76,19,45,0.42,55,133,0.41,6,21,0.29,29,36,0.81,27,37,0.73,51,114,0.45,65,176,0.37
J. Nash,197831,30,51,0.59,22,40,0.55,41,118,0.35,74,208,0.36,48,57,0.84,20,32,0.62,59,152,0.39,67,202,0.33
P. Wright,200052,3,3,1.00,19,43,0.44,23,43,0.53,19,71,0.27,7,9,0.78,8,14,0.57,16,31,0.52,21,50,0.42
B. Keefe,198069,0,1,0.00,24,56,0.43,2,11,0.18,3,7,0.43,18,23,0.78,100,194,0.52,8,19,0.42,6,18,0.33
D. Coles,206935,14,21,0.67,10,22,0.45,13,34,0.38,20,70,0.29,20,20,1.00,11,14,0.79,37,71,0.52,58,125,0.46
D. Marshall,223574,3,3,1.00,1,2,0.50,1,6,0.17,5,21,0.24,5,7,0.71,4,5,0.80,4,15,0.27,12,25,0.48
G. Cook,209099,0,0,0.00,2,5,0.40,5,10,0.50,4,14,0.29,2,2,1.00,3,5,0.60,0,2,0.00,2,8,0.25
I. Caldwell,204327,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
N. Gage,209425,0,0,0.00,2,2,1.00,0,0,0.00,0,0,0.00,0,0,0.00,1,3,0.33,2,3,0.67,1,1,1.00
S. Luque,206471,1,1,1.00,0,0,0.00,1,1,1.00,1,1,1.00,1,1,1.00,0,0,0.00,1,3,0.33,0,3,0.00
A. Travis,189832,39,63,0.62,34,56,0.61,27,83,0.33,27,97,0.28,22,29,0.76,16,30,0.53,60,145,0.41,45,167,0.27
M. Belcher,195707,7,10,0.70,95,184,0.52,40,94,0.43,62,166,0.37,12,18,0.67,108,196,0.55,41,79,0.52,42,106,0.40
G. Aguilar,205248,12,20,0.60,217,338,0.64,14,48,0.29,12,43,0.28,19,38,0.50,142,310,0.46,13,32,0.41,8,23,0.35
S. Finley,189887,19,28,0.68,41,68,0.60,29,95,0.31,72,198,0.36,12,17,0.71,20,31,0.65,53,142,0.37,63,184,0.34
D. Garner,197413,23,33,0.70,43,85,0.51,49,120,0.41,42,150,0.28,27,31,0.87,31,57,0.54,53,144,0.37,53,169,0.31
C. Meadows,206558,0,0,0.00,1,2,0.50,0,1,0.00,0,1,0.00,0,0,0.00,4,9,0.44,0,1,0.00,1,1,1.00
R. Watkins,200907,3,4,0.75,6,7,0.86,1,1,1.00,1,2,0.50,0,0,0.00,2,4,0.50,0,3,0.00,1,5,0.20
D. Quinn,206901,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00,0,0,0.00,1,1,1.00,1,2,0.50,0,4,0.00
B. Hawkins,207209,0,0,0.00,0,2,0.00,2,3,0.67,3,5,0.60,1,1,1.00,0,1,0.00,1,5,0.20,3,6,0.50
X. Webb,205915,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
C. Schott,195802,1,2,0.50,74,132,0.56,26,47,0.55,7,22,0.32,13,19,0.68,71,137,0.52,10,20,0.50,7,23,0.30
J. Blake,194621,8,11,0.73,85,133,0.64,27,72,0.38,25,84,0.30,9,15,0.60,65,133,0.49,27,67,0.40,23,75,0.31
M. Willingham,201907,0,0,0.00,3,5,0.60,0,0,0.00,0,0,0.00,0,0,0.00,1,2,0.50,0,1,0.00,0,0,0.00
C. Glass,205684,1,2,0.50,1,1,1.00,3,6,0.50,3,10,0.30,1,1,1.00,0,0,0.00,2,5,0.40,2,6,0.33
A. Fujihara,194836,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
J. Adkins,192702,1,1,1.00,0,0,0.00,0,0,0.00,3,4,0.75,0,1,0.00,1,1,1.00,1,3,0.33,2,4,0.50
V. Blanchard,199685,50,80,0.62,50,98,0.51,112,287,0.39,40,124,0.32,27,33,0.82,36,59,0.61,71,146,0.49,76,217,0.35
F. Arslan,218558,0,0,0.00,102,196,0.52,2,11,0.18,7,14,0.50,17,29,0.59,125,235,0.53,14,32,0.44,2,13,0.15
S. McLaughlin,199872,0,0,0.00,230,402,0.57,4,11,0.36,3,9,0.33,19,28,0.68,126,260,0.48,4,19,0.21,2,11,0.18
T. Randall,219546,26,34,0.76,17,30,0.57,19,68,0.28,30,83,0.36,21,27,0.78,27,44,0.61,55,117,0.47,70,208,0.34
D. Rossi,191635,81,116,0.70,74,137,0.54,67,158,0.42,66,185,0.36,25,36,0.69,55,99,0.56,48,99,0.48,56,144,0.39
J. Simon,199133,3,4,0.75,9,17,0.53,11,19,0.58,18,57,0.32,7,10,0.70,22,29,0.76,22,56,0.39,36,86,0.42
J. Ahlstrom,193270,0,1,0.00,26,46,0.57,2,2,1.00,0,1,0.00,3,5,0.60,32,77,0.42,3,9,0.33,1,8,0.12
S. Jamieson,214286,2,2,1.00,5,15,0.33,6,21,0.29,19,54,0.35,4,5,0.80,8,17,0.47,13,29,0.45,18,45,0.40
T. Petry,207320,8,10,0.80,11,24,0.46,15,34,0.44,17,45,0.38,12,14,0.86,19,29,0.66,24,58,0.41,31,101,0.31
S. Layman,203940,0,0,0.00,13,27,0.48,3,10,0.30,5,26,0.19,7,9,0.78,34,65,0.52,9,17,0.53,1,6,0.17
C. Kuo,221506,0,0,0.00,3,4,0.75,0,0,0.00,0,0,0.00,0,0,0.00,6,10,0.60,0,1,0.00,0,0,0.00
L. Royer,210036,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
W. Jablonski,205967,0,1,0.00,0,0,0.00,1,1,1.00,0,1,0.00,0,0,0.00,1,1,1.00,1,1,1.00,0,1,0.00
D. Green,202583,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00
D. Jean,199575,7,10,0.70,146,217,0.67,16,38,0.42,10,23,0.43,11,21,0.52,146,270,0.54,17,47,0.36,7,32,0.22
A. Gallardo,191277,5,6,0.83,91,146,0.62,34,99,0.34,92,247,0.37,18,21,0.86,70,139,0.50,28,69,0.41,51,140,0.36
V. Flynn,200186,1,1,1.00,80,129,0.62,7,14,0.50,5,17,0.29,8,17,0.47,98,212,0.46,19,33,0.58,13,45,0.29
W. Hornsby,205275,80,102,0.78,31,62,0.50,60,133,0.45,176,505,0.35,38,53,0.72,9,24,0.38,52,137,0.38,80,215,0.37
E. Pierre,194813,5,6,0.83,155,265,0.58,17,34,0.50,1,7,0.14,10,17,0.59,91,240,0.38,17,48,0.35,15,45,0.33
O. Crowder,209975,0,0,0.00,0,3,0.00,0,3,0.00,0,3,0.00,1,1,1.00,5,10,0.50,1,3,0.33,0,2,0.00
B. McFarland,197991,67,94,0.71,25,41,0.61,50,134,0.37,74,220,0.34,26,31,0.84,24,42,0.57,65,137,0.47,74,207,0.36
T. Mo,208372,8,13,0.62,13,22,0.59,9,44,0.20,33,83,0.40,12,13,0.92,20,36,0.56,22,61,0.36,31,97,0.32
Z. Wilks,209635,1,1,1.00,1,3,0.33,0,1,0.00,1,2,0.50,1,1,1.00,4,6,0.67,3,7,0.43,3,5,0.60
J. Hansen,204869,17,18,0.94,30,55,0.55,18,42,0.43,49,128,0.38,6,8,0.75,19,32,0.59,42,87,0.48,44,132,0.33
L. Altamirano,201240,0,0,0.00,1,1,1.00,0,0,0.00,0,1,0.00,1,1,1.00,0,0,0.00,1,1,1.00,0,0,0.00
D. Richard,190662,11,13,0.85,106,204,0.52,74,170,0.44,123,339,0.36,21,26,0.81,54,78,0.69,44,120,0.37,53,172,0.31
I. Gibbs,204290,4,6,0.67,162,270,0.60,35,73,0.48,23,61,0.38,12,21,0.57,159,305,0.52,13,27,0.48,17,39,0.44
X. Cox,199320,0,1,0.00,68,110,0.62,2,3,0.67,1,3,0.33,6,16,0.38,159,305,0.52,8,21,0.38,2,7,0.29
